ID,ra,dec,sel,imag,kmag,zspec,Qf,Q,Remarks,fits1d,ascii1d,jpg1d,fits2d
C1785365,149.358553,2.750301,512,20.11,20.19,0.5655,2,1.5,H+K?,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m41be.011.lid_764.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m41be.011.lid_764.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m41be.011.lid_764.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m41be.011.lid_764.fits"">2D Fits spectrum</a>"
C1343700,149.366394,2.376694,128,22.89,21.73,0.7080,3,2.0,"[OII],[OIII]","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.055.MIPS_6756.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.055.MIPS_6756.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.055.MIPS_6756.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.055.MIPS_6756.fits"">2D Fits spectrum</a>"
C1347270,149.369095,2.344088,128,21.73,19.99,0.7080,3,2.0,[OIII]d,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.054.MIPS_6584.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.054.MIPS_6584.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.054.MIPS_6584.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.054.MIPS_6584.fits"">2D Fits spectrum</a>"
C1784226,149.373750,2.776508,2,18.17,17.13,0.0000,4,2.0,M star,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m41be.051.4972.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m41be.051.4972.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m41be.051.4972.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m41be.051.4972.fits"">2D Fits spectrum</a>"
C1785765,149.374100,2.736905,2,21.37,19.37,0.5490,2,1.5,"[OII],H+K?","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m41be.020.J095729_80+02441.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m41be.020.J095729_80+02441.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m41be.020.J095729_80+02441.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m41be.020.J095729_80+02441.fits"">2D Fits spectrum</a>"
C1344930,149.374497,2.415250,2,15.41,15.14,0.0000,4,2.0,star,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.067.1943.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.067.1943.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.067.1943.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.067.1943.fits"">2D Fits spectrum</a>"
C1344754,149.375504,2.423475,128,24.28,21.87,1.0790,1,1.5,"Hg,[OIII]?","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.043.MIPS_30328.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.043.MIPS_30328.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.043.MIPS_30328.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.043.MIPS_30328.fits"">2D Fits spectrum</a>"
C1346553,149.377594,2.363211,2,18.49,18.14,0.0000,4,2.0,star,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.066.3203.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.066.3203.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.066.3203.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.066.3203.fits"">2D Fits spectrum</a>"
C1346616,149.381104,2.361963,512,21.84,20.43,0.7720,4,2.0,"[OII],[OIII]d","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.004.lid_731.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.004.lid_731.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.004.lid_731.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.004.lid_731.fits"">2D Fits spectrum</a>"
C1345095,149.382095,2.409508,128,22.50,20.64,0.9300,3,2.0,"[OII],Hb","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.046.MIPS_35174.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.046.MIPS_35174.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.046.MIPS_35174.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.046.MIPS_35174.fits"">2D Fits spectrum</a>"
C1345098,149.382110,2.410975,1,17.39,16.47,0.0000,2,1.5,star,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.046.serendip.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.046.serendip.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.046.serendip.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.046.MIPS_35174.fits"">2D Fits spectrum</a>"
L709816,149.382599,2.374183,512,22.82,21.65,3.3670,14,2.0,"Lya,CIV(br),CIII]","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.001.lid_2273.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.001.lid_2273.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.001.lid_2273.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.001.lid_2273.fits"">2D Fits spectrum</a>"
L941303,149.386634,2.743066,512,21.62,19.21,0.7370,4,2.0,"[OII],K,Hb,MgI","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m41be.010.lid_2286.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m41be.010.lid_2286.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m41be.010.lid_2286.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m41be.010.lid_2286.fits"">2D Fits spectrum</a>"
L738187,149.386902,2.418150,128,23.37,21.88,1.0990,3,2.0,"[OII]d,K","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.038.MIPS_25126.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.038.MIPS_25126.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.038.MIPS_25126.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.038.MIPS_25126.fits"">2D Fits spectrum</a>"
L733387,149.390900,2.410241,128,20.65,19.10,0.6880,4,2.0,"[OII]d,H+H,Hb,[OIII]d","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.042.MIPS_30293.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.042.MIPS_30293.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.042.MIPS_30293.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.042.MIPS_30293.fits"">2D Fits spectrum</a>"
L688717,149.391693,2.342341,672,22.74,20.42,1.1270,4,2.0,"[OII]d,H+K","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.010.lid_732.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.010.lid_732.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.010.lid_732.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.010.lid_732.fits"">2D Fits spectrum</a>"
L665265,149.391830,2.309103,1,21.90,20.86,0.4810,4,2.0,"[OII],Hb,[OIII]d","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.053.serendip.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.053.serendip.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.053.serendip.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.053.MIPS_6406.fits"">2D Fits spectrum</a>"
L665339,149.392105,2.308713,128,22.69,20.53,0.6350,3,2.0,"[OII],K,Hb","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.053.MIPS_6406.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.053.MIPS_6406.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.053.MIPS_6406.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.053.MIPS_6406.fits"">2D Fits spectrum</a>"
L732793,149.392334,2.408603,1,20.32,20.01,0.2135,2,1.5,"Hb(abs),Ha?","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.041.serendip.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.041.serendip.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.041.serendip.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.041.MIPS_30291.fits"">2D Fits spectrum</a>"
L731515,149.392502,2.407713,128,22.42,21.11,0.9310,3,2.0,[OII]d,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.041.MIPS_30291.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.041.MIPS_30291.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.041.MIPS_30291.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.041.MIPS_30291.fits"">2D Fits spectrum</a>"
L719197,149.396103,2.385763,128,22.56,20.43,0.9110,3,2.0,"[OII],H+K","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.034.MIPS_16107.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.034.MIPS_16107.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.034.MIPS_16107.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.034.MIPS_16107.fits"">2D Fits spectrum</a>"
L940251,149.396607,2.745955,512,10.19,12.05,0.0000,4,2.0,star,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m41be.000.lid_2287.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m41be.000.lid_2287.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m41be.000.lid_2287.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m41be.000.lid_2287.fits"">2D Fits spectrum</a>"
L693150,149.397202,2.349091,128,23.19,20.69,1.2010,3,2.0,H+K,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.036.MIPS_24799.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.036.MIPS_24799.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.036.MIPS_24799.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.036.MIPS_24799.fits"">2D Fits spectrum</a>"
L658859,149.398499,2.299177,128,23.02,21.18,1.2010,4,2.0,"[OII]d,H+K","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.031.MIPS_15410.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.031.MIPS_15410.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.031.MIPS_15410.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.031.MIPS_15410.fits"">2D Fits spectrum</a>"
L731442,149.399704,2.407830,160,22.49,20.55,0.8610,2,1.5,H+K,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.037.MIPS_25086.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.037.MIPS_25086.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.037.MIPS_25086.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.037.MIPS_25086.fits"">2D Fits spectrum</a>"
L722213,149.401199,2.394247,128,23.73,21.77,1.4100,3,2.0,"[OII]d,H+K","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.056.MIPS_6865.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.056.MIPS_6865.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.056.MIPS_6865.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.056.MIPS_6865.fits"">2D Fits spectrum</a>"
L721870,149.401850,2.393772,33,22.95,23.07,1.1000,9,1.5,[OII],"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.056.serendip.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.056.serendip.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.056.serendip.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.056.MIPS_6865.fits"">2D Fits spectrum</a>"
L657327,149.402405,2.297091,640,23.40,20.81,1.1750,4,2.0,"MgII,[NeV],[OII]","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.005.lid_735.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.005.lid_735.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.005.lid_735.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.005.lid_735.fits"">2D Fits spectrum</a>"
L674881,149.406403,2.321077,192,22.53,20.26,1.2640,3,2.0,[OII]d,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.029.MIPS_15.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.029.MIPS_15.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.029.MIPS_15.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.029.MIPS_15.fits"">2D Fits spectrum</a>"
L676685,149.408493,2.325505,640,20.91,20.60,1.2640,14,2.0,"MgII(br),[OII],H+K","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.012.lid_736.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.012.lid_736.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.012.lid_736.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.012.lid_736.fits"">2D Fits spectrum</a>"
L648114,149.410507,2.282275,640,20.90,20.50,2.5220,14,2.0,"CIV,CIII](br)","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.000.lid_737.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.000.lid_737.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.000.lid_737.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.000.lid_737.fits"">2D Fits spectrum</a>"
L732540,149.411606,2.410361,640,23.25,22.53,1.0630,3,2.0,"[OII],H+K","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.014.lid_3349.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.014.lid_3349.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.014.lid_3349.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.014.lid_3349.fits"">2D Fits spectrum</a>"
L671978,149.417206,2.318980,640,21.10,20.17,1.4770,14,2.0,"MgII(br),[OII]","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.008.lid_738.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.008.lid_738.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.008.lid_738.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.008.lid_738.fits"">2D Fits spectrum</a>"
L721789,149.419006,2.390713,196,22.27,20.04,1.3310,2,1.5,"[OII],H?","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.019.PL_4.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.019.PL_4.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.019.PL_4.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.019.PL_4.fits"">2D Fits spectrum</a>"
L930214,149.422220,2.709268,160,20.51,19.89,0.5540,4,2.0,"[OII],K,HB,[OIII]d","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m41be.024.Herschel_37651.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m41be.024.Herschel_37651.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m41be.024.Herschel_37651.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m41be.024.Herschel_37651.fits"">2D Fits spectrum</a>"
L982267,149.424267,2.793275,2,18.63,19.15,0.0000,4,2.0,star,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m41be.050.4734.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m41be.050.4734.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m41be.050.4734.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m41be.050.4734.fits"">2D Fits spectrum</a>"
L959179,149.425003,2.758147,512,22.91,21.45,null,0,0.0,null,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m41be.002.lid_769.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m41be.002.lid_769.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m41be.002.lid_769.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m41be.002.lid_769.fits"">2D Fits spectrum</a>"
L937198,149.428299,2.750375,512,12.20,13.47,0.0000,1,1.5,null,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m41be.001.lid_2291.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m41be.001.lid_2291.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m41be.001.lid_2291.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m41be.001.lid_2291.fits"">2D Fits spectrum</a>"
L700932,149.428299,2.361094,128,22.81,20.45,1.1770,3,2.0,"[OII]d,H+K","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.033.MIPS_15903.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.033.MIPS_15903.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.033.MIPS_15903.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.033.MIPS_15903.fits"">2D Fits spectrum</a>"
L653425,149.429504,2.289647,128,21.82,20.14,0.3110,4,2.0,"[OII]d,Hb,[OIII]d,Ha,NIId,SIId","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.040.MIPS_29906.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.040.MIPS_29906.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.040.MIPS_29906.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.040.MIPS_29906.fits"">2D Fits spectrum</a>"
L718980,149.429596,2.389255,544,25.36,21.94,2.1330,1,1.5,CIII]?,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.016.lid_717.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.016.lid_717.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.016.lid_717.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.016.lid_717.fits"">2D Fits spectrum</a>"
L506051,149.431397,2.069463,1 128,23.07,21.07,0.9590,4,2.0,"[OII],K,Hg,Hb","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn51.046.MIPS_13622.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn51.046.MIPS_13622.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn51.046.MIPS_13622.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn51.046.MIPS_13622.fits"">2D Fits spectrum</a>"
L712578,149.432694,2.377516,640,23.38,20.50,1.8520,1,1.5,MgII?,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.011.lid_739.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.011.lid_739.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.011.lid_739.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.011.lid_739.fits"">2D Fits spectrum</a>"
L700680,149.432907,2.359136,128,21.61,19.74,1.1100,3,2.0,"[OII],H+K","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.047.MIPS_38913.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.047.MIPS_38913.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.047.MIPS_38913.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.047.MIPS_38913.fits"">2D Fits spectrum</a>"
L466479,149.433060,2.004241,128,21.21,19.70,0.6910,4,2.0,"[OII]d,H+K","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m34bd.040.MIPS_13148.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m34bd.040.MIPS_13148.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m34bd.040.MIPS_13148.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m34bd.040.MIPS_13148.fits"">2D Fits spectrum</a>"
L642185,149.433502,2.273938,512,23.70,21.87,1.6970,2,1.5,MgII,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.mn44.013.lid_740.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.mn44.013.lid_740.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.mn44.013.lid_740.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.mn44.013.lid_740.fits"">2D Fits spectrum</a>"
