ID,ra,dec,sel,imag,kmag,zspec,Qf,Q,Remarks,fits1d,ascii1d,jpg1d,fits2d
L433119,150.269547,1.953167,2,22.70,22.27,0.3296,4,2.0,"Hb,[OIII]d,Ha,SIId",null,null,null,null
L603824,150.269608,2.217262,128,23.69,21.20,null,0,0.0,null,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-31.064.JK_24_4068_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-31.064.JK_24_4068_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-31.064.JK_24_4068_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-31.064.JK_24_4068.fits"">2D Fits spectrum</a>"
L984339,150.269620,2.800219,576,25.40,21.28,null,0,0.0,null,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m2bc.021.lid_3123.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m2bc.021.lid_3123.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m2bc.021.lid_3123.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m2bc.021.lid_3123.fits"">2D Fits spectrum</a>"
L437878,150.269667,1.960750,2,22.80,21.91,1.1738,4,2.0,"[OII]d,K,Hg","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.zd-1.067.XCL078-765649.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.zd-1.067.XCL078-765649.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.zd-1.067.XCL078-765649.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.zd-1.067.XCL078-765649.fits"">2D Fits spectrum</a>"
L834432,150.269917,2.561278,2,18.14,18.43,0.0000,4,2.0,star,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.cc-1.073.949.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.cc-1.073.949.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.cc-1.073.949.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.cc-1.073.949.fits"">2D Fits spectrum</a>"
L636749,150.269958,2.266389,2,23.36,22.03,1.3270,4,2.0,"MgII(abs),[OII]d","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.c-b-30C.061.malk-972458.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.c-b-30C.061.malk-972458.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.c-b-30C.061.malk-972458.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.c-b-30C.061.malk-972458.fits"">2D Fits spectrum</a>"
L489746,150.270042,2.045528,256,24.76,23.88,4.8500,2,1.5,"Lya,CIV?","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.zd-1.024.Rd-752813.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.zd-1.024.Rd-752813.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.zd-1.024.Rd-752813.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.zd-1.024.Rd-752813.fits"">2D Fits spectrum</a>"
L511661,150.270083,2.079056,2,26.66,23.90,null,0,0.0,null,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.zd-1.000.UV-111518.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.zd-1.000.UV-111518.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.zd-1.000.UV-111518.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.zd-1.000.UV-111518.fits"">2D Fits spectrum</a>"
L779450,150.270096,2.483211,64,25.44,22.47,3.2400,3,2.0,"Lya,CIII]","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.CLAE-2.049.r3319_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.CLAE-2.049.r3319_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.CLAE-2.049.r3319_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.CLAE-2.049.r3319.fits"">2D Fits spectrum</a>"
L532192,150.270172,2.111494,33,24.30,23.36,1.2380,4,2.0,"[OII]d,Hg","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-23a.065.serendip1.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-23a.065.serendip1.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-23a.065.serendip1.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-23a.065.hzoii-743020.fits"">2D Fits spectrum</a>"
L627939,150.270218,2.253894,256,24.69,23.47,4.5320,4,2.0,null,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-35.014.rd-974353_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-35.014.rd-974353_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-35.014.rd-974353_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-35.014.rd-974353.fits"">2D Fits spectrum</a>"
L403523,150.270554,1.906844,256,24.81,23.88,3.4200,1,1.5,null,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-11.081.Vdz-110030_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-11.081.Vdz-110030_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-11.081.Vdz-110030_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-11.081.Vdz-110030.fits"">2D Fits spectrum</a>"
L419165,150.270676,1.930083,2,22.55,22.12,0.8333,4,2.0,"[OII],Hb,[OIII]d",null,null,null,null
L412620,150.270706,1.921372,256,25.19,24.11,4.7680,2,1.0,Lya?,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.CLAE-8.000.N7bb-40-9383.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.CLAE-8.000.N7bb-40-9383.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.CLAE-8.000.N7bb-40-9383.jpg"">1D preview</a>",null
L532686,150.270721,2.111494,8,23.64,22.87,1.4120,3,2.0,"[OII],E+A","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-23a.065.hzoii-743020_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-23a.065.hzoii-743020_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-23a.065.hzoii-743020_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-23a.065.hzoii-743020.fits"">2D Fits spectrum</a>"
L996963,150.270749,2.819887,640,20.69,20.18,1.2090,14,2.0,"MgII(br),[OII](br)","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m2bc.005.lid_338.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m2bc.005.lid_338.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m2bc.005.lid_338.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m2bc.005.lid_338.fits"">2D Fits spectrum</a>"
L976422,150.270784,2.784044,512,20.70,20.52,0.4950,14,2.0,"[OII](br),H(no K),Hb,[OIII]d,MgI,NaI,Ha","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m2bc.001.lid_3124.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m2bc.001.lid_3124.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m2bc.001.lid_3124.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m2bc.001.lid_3124.fits"">2D Fits spectrum</a>"
L756174,150.270920,2.442945,1,20.62,20.40,0.2920,4,2.0,"[OIII]d,Ha,NIId,SIId","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-43.002.serendip1.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-43.002.serendip1.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-43.002.serendip1.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-43.002.VLAJ100104.fits"">2D Fits spectrum</a>"
L703280,150.270966,2.365072,544,23.06,21.46,2.9690,4,2.0,"HeII,AlIII(abs),CIII]","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-39.043.chandra_725_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-39.043.chandra_725_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-39.043.chandra_725_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-39.043.chandra_725.fits"">2D Fits spectrum</a>"
C1428567,150.271167,2.552028,256,25.22,null,null,0,0.0,null,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.cc-1.065.cl-1428567.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.cc-1.065.cl-1428567.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.cc-1.065.cl-1428567.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.cc-1.065.cl-1428567.fits"">2D Fits spectrum</a>"
L488706,150.271225,2.043389,8,24.19,23.57,1.2390,4,2.0,"[OII]d,H","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-19.086.hzoii-753595_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-19.086.hzoii-753595_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-19.086.hzoii-753595_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-19.086.hzoii-753595.fits"">2D Fits spectrum</a>"
L338595,150.271332,1.802167,2,21.04,20.81,0.0000,4,0.0,star,null,null,null,null
L785047,150.271347,2.491831,256,24.18,24.13,0.4710,4,2.0,"[OII],Hb,[OIII]d,Ha","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-47.044.pz-1437670_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-47.044.pz-1437670_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-47.044.pz-1437670_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-47.044.pz-1437670.fits"">2D Fits spectrum</a>"
L367149,150.271454,1.846778,2,21.72,20.79,0.0000,4,0.0,star,null,null,null,null
L618367,150.271545,2.239928,8,25.29,23.76,null,0,0.0,null,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-31.093.hzoii-976267_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-31.093.hzoii-976267_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-31.093.hzoii-976267_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-31.093.hzoii-976267.fits"">2D Fits spectrum</a>"
L219453,150.271602,1.613829,512,25.20,22.21,3.5120,4,2.0,"Lya,CIV,CIII]","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m40be.003.cid_1656.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m40be.003.cid_1656.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m40be.003.cid_1656.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m40be.003.cid_1656.fits"">2D Fits spectrum</a>"
L214240,150.271744,1.605856,192,24.90,22.68,null,0,0.0,null,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.CLAE-5.046.r904_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.CLAE-5.046.r904_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.CLAE-5.046.r904_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.CLAE-5.046.r904.fits"">2D Fits spectrum</a>"
L561481,150.271942,2.155736,256,25.58,25.40,4.1100,3,2.0,Lya(skewed),"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-27.003.COSMOS_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-27.003.COSMOS_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-27.003.COSMOS_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-27.003.COSMOS.064_03.fits"">2D Fits spectrum</a>"
L318716,150.272125,1.771639,2,20.57,21.00,0.0000,3,0.0,star,null,null,null,null
L648385,150.272186,2.285044,8,25.13,23.90,1.2980,3,2.0,HIId,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-35.082.hzoii-993847_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-35.082.hzoii-993847_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-35.082.hzoii-993847_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-35.082.hzoii-993847.fits"">2D Fits spectrum</a>"
L410204,150.272278,1.917333,256,24.18,23.59,3.7560,4,2.0,"Lya(skewed),UV","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-15B.051.Gd-525639.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-15B.051.Gd-525639.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-15B.051.Gd-525639.jpg"">1D preview</a>",null
L258595,150.272580,1.674931,32,21.52,20.72,0.7540,4,2.0,"[OII]d,K,Hb,[OIII]d","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m37be.023.Her_804.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m37be.023.Her_804.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m37be.023.Her_804.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m37be.023.Her_804.fits"">2D Fits spectrum</a>"
L502811,150.272659,2.065086,8,24.50,22.70,1.2180,3,2.0,"[OII],H","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-23a.077.hzoii-749999_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-23a.077.hzoii-749999_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-23a.077.hzoii-749999_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-23a.077.hzoii-749999.fits"">2D Fits spectrum</a>"
L407751,150.272705,1.910583,128,20.79,19.74,0.5459,4,2.0,"[OII],K,Hb",null,null,null,null
L367255,150.272827,1.850525,288,26.00,25.80,0.9680,4,2.0,"[OII]d,K,Hg","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-11.025.Rd-536011_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-11.025.Rd-536011_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-11.025.Rd-536011_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-11.025.Rd-536011.fits"">2D Fits spectrum</a>"
L826939,150.273169,2.552703,576,21.16,19.29,null,0,0.0,null,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m14bc.005.lid_3041.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m14bc.005.lid_3041.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m14bc.005.lid_3041.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m14bc.005.lid_3041.fits"">2D Fits spectrum</a>"
L642407,150.273192,2.273087,384,21.22,19.91,0.8440,4,2.0,"[OII],K,Hg,Hb,[OIII]d","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.c-b-30C.004.HiZELS-COSMOS-NB.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.c-b-30C.004.HiZELS-COSMOS-NB.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.c-b-30C.004.HiZELS-COSMOS-NB.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.c-b-30C.004.HiZELS-COSMOS-NB.fits"">2D Fits spectrum</a>"
L478423,150.273250,2.025500,2,22.25,20.34,0.9598,4,2.0,"[OII],E+A,H+K,G","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.zd-1.066.XCL098-756236.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.zd-1.066.XCL098-756236.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.zd-1.066.XCL098-756236.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.zd-1.066.XCL098-756236.fits"">2D Fits spectrum</a>"
L357623,150.273300,1.832722,2,23.36,21.06,1.1550,2,1.0,[OII]d,null,null,null,null
L680429,150.273346,2.332700,256,24.31,23.59,3.7290,1,1.5,null,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-39.013.Gd-1215534_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-39.013.Gd-1215534_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-39.013.Gd-1215534_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-39.013.Gd-1215534.fits"">2D Fits spectrum</a>"
L422500,150.273346,1.934217,960,22.19,19.41,0.9160,4,2.0,"[OII],K,H,[OIII]","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.CLAE-8.004.N7bb-40-6549.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.CLAE-8.004.N7bb-40-6549.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.CLAE-8.004.N7bb-40-6549.jpg"">1D preview</a>",null
L208126,150.273400,1.595143,1,23.90,21.98,0.3480,4,2.0,"Hb,[OIII]d,Ha","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m40be.001.serendip.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m40be.001.serendip.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m40be.001.serendip.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m40be.001.lid_1306.fits"">2D Fits spectrum</a>"
L622012,150.273407,2.245287,128,24.85,23.26,null,0,0.0,null,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-31.070.JK_24_16427_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-31.070.JK_24_16427_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-31.070.JK_24_16427_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-31.070.JK_24_16427.fits"">2D Fits spectrum</a>"
L862461,150.273438,2.609044,2,22.97,22.74,0.9790,4,2.0,"[OII]d,[NeIII],Hd,Hg,Hb,[OIII]d","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.CLAE-3.028.2041_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.CLAE-3.028.2041_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.CLAE-3.028.2041_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.CLAE-3.028.2041.fits"">2D Fits spectrum</a>"
L389641,150.273560,1.882688,129,21.66,20.51,0.8370,4,2.0,null,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.zd-1.056.serendip.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.zd-1.056.serendip.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.zd-1.056.serendip.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.zd-1.056.OPT_var53100.fits"">2D Fits spectrum</a>"
L767189,150.273575,2.464011,16,24.59,23.63,1.2630,3,2.0,[OII]d,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-47.072.OPT_var14413_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-47.072.OPT_var14413_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-47.072.OPT_var14413_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-47.072.OPT_var14413.fits"">2D Fits spectrum</a>"
L388092,150.273750,1.881556,16,23.53,22.22,1.0115,4,2.0,"[OII]d,Hg,Hb","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.zd-1.056.OPT_var53100.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.zd-1.056.OPT_var53100.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.zd-1.056.OPT_var53100.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.zd-1.056.OPT_var53100.fits"">2D Fits spectrum</a>"
L487926,150.273834,2.041590,128,23.93,21.04,1.1920,4,2.0,"[OII],H+K","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-19.068.JK_24_14170_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-19.068.JK_24_14170_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-19.068.JK_24_14170_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-19.068.JK_24_14170.fits"">2D Fits spectrum</a>"
L792938,150.273920,2.499879,128,24.81,21.27,2.2360,9,1.5,MgII?,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.m14bc.047.MIPS_17042.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.m14bc.047.MIPS_17042.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.m14bc.047.MIPS_17042.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.m14bc.047.MIPS_17042.fits"">2D Fits spectrum</a>"
L880282,150.273956,2.631919,2,21.43,19.71,0.8500,4,2.0,"H+K,G,Hg,Hb,MgI(abs)","<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.CLAE-3.079.Z-100-2672612_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.CLAE-3.079.Z-100-2672612_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.CLAE-3.079.Z-100-2672612_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.CLAE-3.079.Z-100-2672612.fits"">2D Fits spectrum</a>"
L650717,150.274155,2.288500,8,24.75,23.34,1.4090,3,2.0,[OII]d,"<a href=""/data/COSMOS/spectra/deimos/spec1d_fits/spec1d.COS-35.074.hzoii-969670_acal.fits"">1D Fits spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_tbl/spec1d.COS-35.074.hzoii-969670_acal.tbl"">1D ascii spectrum</a>","<a href=""/data/COSMOS/spectra/deimos/spec1d_jpg/spec1d.COS-35.074.hzoii-969670_acal.jpg"">1D preview</a>","<a href=""/data/COSMOS/spectra/deimos/spec2d/spec2d.COS-35.074.hzoii-969670.fits"">2D Fits spectrum</a>"
